date,"conversation_id",essid,lemmas,sentiment,tweet,username
"Jan 19, 2021 @ 18:02:26.000","1,351,545,138,661,773,312","yandex_go","здравствовать водитель обязанный выполнить принять заказ написать подробность заказ номер телефон проверить восстановить справедливость",0,"@_softestpeach Здравствуйте! Водители обязаны выполнить принятый заказ. Напишите нам в DM подробности заказа и номер вашего телефона. Мы всё проверим и восстановим справедливость.","yandex_go"
"Jan 19, 2021 @ 18:52:23.000","1,351,556,873,426,767,872","yandex_go","здравствовать информация проверить машина числиться партнер обязательно принять мера рекомендовать обратиться гибдд",0,"@Monya025 Здравствуйте! Спасибо за информацию, проверим и если такая машина числится у наших партнёров, обязательно примем меры. Также рекомендуем обратиться в ГИБДД.","Uber_Russia"
"Jan 19, 2021 @ 18:47:23.000","1,351,556,873,426,767,872","yandex_go","равный водитель такси",0,"@Uber_Russia ему все равно на людей, он водитель такси.  https://t.co/5qXEZmvzDC",Monya025
"Jan 19, 2021 @ 19:16:14.000","1,351,564,130,323,456,000","yandex_go","яндекс такси идти нахуй",0,"Яндекс такси, иди нахуй",saxatka
"Jan 19, 2021 @ 19:47:00.000","1,351,571,874,107,576,320","yandex_go","комфорт цена эконом работа яндекс такси дальний поездка","0.5","Комфорт+ по цене эконома/ Работа в яндекс такси/ дальние поездки  https://t.co/uWtLkRxcI2 через @YouTube","Kon_Yem"
"Jan 19, 2021 @ 20:19:27.000","1,351,580,042,531,401,728","yandex_go","нравиться маршрут отправлять почта поездка",0,"Мне так нравятся маршруты, которые Яндекс-такси отправляет на почту после поездки.  https://t.co/aG8iSNp820",quilfe1
"Jan 20, 2021 @ 14:34:02.000","1,351,584,131,872,911,616","yandex_go","press яндекс такси принцип особо дорогой удача",1,"@0_crazy_clown_0 @cheeesse3ee Ну тогда press f. Яндекс такси в принципе не особо дорогое, но ✌️   удачи",hoodiesboom
"Jan 19, 2021 @ 20:48:26.000","1,351,587,335,499,096,064","yandex_go","комфорт цена эконом работа яндекс такси дальний поездка via","0.5","Комфорт+ по цене эконома/ Работа в яндекс такси/ дальние поездки  https://t.co/v7tlkpZ53u via @YouTube",ZEFEsziRA3XtzcV
"Jan 19, 2021 @ 21:42:34.000","1,351,600,957,797,392,384","yandex_go","рассказать водитель ездить печка зима машина холодный запотевать окно бензин видеть экономить",0,"@yandex_go , расскажите водителям, что если ездить без печки зимой то во-первых в машине холодно, а во-вторых запотевают окна. Бензин они видите ли экономят",werjru
"Jan 19, 2021 @ 21:43:48.000","1,351,600,957,797,392,384","yandex_go","здравствовать обязательно напомнить водитель написать номер телефон приложение деталь поездка","0.5","@werjru Здравствуйте! Обязательно напомним об этом водителям. Напишите, пожалуйста, нам в DM номер телефона из приложения, а также детали этой поездки.","yandex_go"
"Jan 19, 2021 @ 21:51:04.000","1,351,603,098,473,672,704","yandex_go","москва водитель яндекс такси кинуть снег ученица инструктор девушка ездить город получить право посередине дорога машина встать девушка нажать газ подрезать водитель извиняться мужчина стать обматерить пассажир кинуть снег",0,"В Москве водитель «Яндекс.Такси» кинул снегом в ученицу и инструктора. Девушка ездила по городу, чтобы получить права. Посередине дороги машина встала. Девушка нажала на газ, после чего её подрезал водитель. Извиняться мужчина не стал, обматерил пассажиров и кинул в них снегом  https://t.co/4ZZ87AVWx6","nws_ru"
"Jan 19, 2021 @ 23:14:06.000","1,351,616,415,686,656,000","yandex_go","продукт заказать metro лента prisma карусель ашан igooods доставка еда ресторан яндекс такси ситимобил таксовичкоф женский такси везти карточка скидка магазин зарплатный карточка мода кешбек голова","0.5","@littavall продукты можно заказать : из METRO, ЛЕНТА, PRISMA, КАРУСЕЛЬ, АШАН, интернет-магазине igooods, яндекс-лавка доставка еды из ресторанов Яндекс.Такси,Ситимобил,Таксовичкоф,068,женское такси,Везёт карточки скидок магазинов, зарплатные карточки, теперь в моде кешбек, голова кругом😄",kolydka2
"Jan 19, 2021 @ 22:43:59.000","1,351,616,415,686,656,000","yandex_go","цитата европеец многое отстать приехать немец дикий восторг вызов приложение данные машина ничто подобный","0.5","цитата: Европейцы во многом от нас отстали. Приехали как то ко мне немцы и были в диком восторге от яндекс-такси. Вызов через приложение, данные по машине и т,д,. У них и близко ничего подобного нет.",kolydka2
"Jan 21, 2021 @ 08:38:07.000","1,351,616,421,168,603,136","yandex_go","таксист норма рейтинг яндекс такси большой подойти","0.5","@aaangor @WindInYouHair Таксисты еще норм. У кого рейтинг в яндекс такси больше тот и подойдет","rus_diel_comm"
"Jan 20, 2021 @ 00:00:08.000","1,351,635,579,088,285,696","yandex_go","пытаться убеждать идеальный яндекс такси знать правда",0,"ты можешь пытаться убеждать меня, что я не идеальна, но мы с Яндекс.Такси знаем правду  https://t.co/B0p5QJ00Ul",LazyPurpleWhale
"Jan 20, 2021 @ 00:38:46.000","1,351,645,298,096,009,216","yandex_go","попасться оочень добрый таксист встречать таксист привезти тушь выпасть косметичка заметить выпасть проделать путь обратно потратить бензин ради косметос желать добро вернуться яндекстакси",0,"Сегодня мне попался оочень добрый таксист. Вы встречали такого таксиста, чтобы он Вам привез тушь, которая выпала из косметички??? Я даже не заметила,что выпала. Проделать такой путь обратно, потратить бензин ради косметоса.  Желаю чтобы это добро ему вернулось. #Яндекстакси 🥰",samorazvivaisya
"Jan 20, 2021 @ 02:23:21.000","1,351,650,434,759,462,912","yandex_go","убер сербия работать знать машина",0,"@BillyRubiny Ну там и за Убер секир-башка. Яндекс-такси в Сербии работал год назад, не знаю как сейчас. Но машин было мало",astrologycaster
"Jan 20, 2021 @ 02:46:07.000","1,351,677,347,968,245,760","yandex_go","яндекс такси научить водитель пользоваться яндекс","0.5","Яндекс такси, научите водителей пользоваться яндекс навигатором🤦🏻‍♀️","emma_northman"
"Jan 20, 2021 @ 08:40:38.000","1,351,761,742,582,476,800","yandex_go","здравствовать благодарить предложение обязательно учесть пожелание ожидание водитель","0.5","@illyriwho Здравствуйте. Благодарим вас за предложение! Обязательно учтём ваше пожелание про ожидание водителя.","yandex_go"
"Jan 20, 2021 @ 08:29:31.000","1,351,762,630,134,808,832","yandex_go","жигит яндекс такси лететь красный","0.5","@good78news Жигит Яндекс.Такси летел на красный?",kizeev71
"Jan 20, 2021 @ 08:25:16.000","1,351,762,698,133,004,288","yandex_go","муд час сон заказывать такси яндекс почта",0,"муд после трех часов сна: заказывать такси в яндекс почте",maaadneeess
"Jan 20, 2021 @ 09:27:23.000","1,351,778,330,815,639,552","yandex_go","комфорт цена эконом работа яндекс такси дальний поездка","0.5","Комфорт+ по цене эконома/ Работа в яндекс такси/ дальние поездки  https://t.co/Rj3V08rKmf через @YouTube",frggg21
"Jan 20, 2021 @ 18:54:39.000","1,351,783,622,655,811,584","yandex_go","яндекс такси развозить трущоба","0.5","@LyudmilaMsk На Яндекс такси развозить по трущобам?",DYw0iU1czDFRg8l
"Jan 20, 2021 @ 09:50:11.000","1,351,784,067,080,085,504","yandex_go","промокод invedarrgaducp давать скидка руб заказ лавка доставка продукт скидка нужный заказать прямо яндекс такси приложение яндекс еда набрать продукт промокод сработать","0.5","Вот промокод: INVEDARRGADUCP. Он даёт скидку 300 руб. на первый заказ в Лавке. Это доставка продуктов! Для скидки нужно заказать прямо через Яндекс.Такси или в приложении Яндекс.Еда и набрать продуктов на 700₽, а то промокод не сработает:  https://t.co/jqDCzUL8VY",pak111967
"Jan 20, 2021 @ 09:51:13.000","1,351,784,327,332,441,856","yandex_go","комфорт цена эконом работа яндекс такси дальний поездка via","0.5","Комфорт+ по цене эконома/ Работа в яндекс такси/ дальние поездки  https://t.co/5Un0oqsUvU via @YouTube",SanyaUtkin1
"Jan 20, 2021 @ 10:38:43.000","1,351,792,904,151,379,968","yandex_go","здравствовать жаль произойти ситуация написать свой номер телефон приложение поездка обязательно првоерить",0,"@Vikabibika0 Здравствуйте. Нам очень жаль, что произошла такая ситуация. Напишите, пожалуйста, в ДМ, свой номер телефона из приложения и время поездки. Всё обязательно првоерим.","yandex_go"
"Jan 20, 2021 @ 10:25:18.000","1,351,792,904,151,379,968","yandex_go","адекватность яндекс такси сервис скатиться дно маленький таксист уехать списать карта деньги служба поддержка але зарегистрировать сообщение",0,"Что по адекватности в Яндекс такси ? Сервис скатился в дно. Мало того что таксист уехал без меня списав с Карты все деньги так ещё и служба поддержки не Але , не одного зарегистрированного сообщения 😡😡😡",Vikabibika0
"Jan 20, 2021 @ 10:40:51.000","1,351,793,070,703,046,912","yandex_go","здравствовать узнать подробный произойти написать ситуация номер телефон приложение","0.5","@AliceLetova Здравствуйте. Хотели бы узнать подробнее, что произошло. Напишите, пожалуйста, в ДМ эту ситуацию и ваш номер телефона из приложения.","yandex_go"
"Jan 20, 2021 @ 10:25:57.000","1,351,793,070,703,046,912","yandex_go","ммм яндекс такси внезапный смена водитель приехать",1,"Ммм, спасибо, яндекс такси за внезапную смену водителя, когда первый уже приехал)))))))))",AliceLetova
"Jan 20, 2021 @ 10:54:45.000","1,351,797,177,568,415,744","yandex_go","здравствовать написать произойти поездка номер телефон приложение ждать","0.5","@ketsuekire Здравствуйте, напишите, пожалуйста, нам в ДМ, что у вас произошло, время поездки и ваш номер телефона из приложения. Будем ждать.","Uber_Russia"
"Jan 20, 2021 @ 10:51:42.000","1,351,799,551,615,787,008","yandex_go","казаться яндекс такси новый организовать отдел ахуеваний знать иначе объяснить поездка минута стоять",1,"Мне кажется Яндекс Такси перед новым годом организовали у себя отдел ахуевания, не знаю как иначе объяснить что поездки по 10 минут 300₽ стоят",sashayopta
"Jan 20, 2021 @ 10:52:57.000","1,351,799,864,942,874,624","yandex_go","сеть попасть кадр тренировка водитель яндекс такси","0.5","В сеть попал кадр тренировки водителей Яндекс.Такси",MrChefa
"Jan 20, 2021 @ 11:39:19.000","1,351,806,573,258,141,696","yandex_go","никто присматривать паранойя девочка подъезд работать таксист система яндекс такси парковать машина возле дом трое подъезд делать вывод присматривать",1,"@Vityzeva Да никто за ней не присматривает. Паранойя у девочки. Просто в её подъезде работает таксист, в  системе ""Яндекс такси"", и паркует машину возле дома. У меня таких трое в подъезде, мне уже пора делать вывод, что за мной присматривают?? ;)",Nextster
"Jan 21, 2021 @ 13:42:55.000","1,351,817,879,558,250,496","yandex_go","думать рискованность должный выше вспомнить яндекс такси","0.5","@i_delusion я думаю твоя рискованность должна быть выше если вспомнить яндекс такси","navoz_sredi_roz"
"Jan 20, 2021 @ 15:24:05.000","1,351,819,114,977,898,496","yandex_go","яндекс такси","0.5","@BelayaDanya @ymared Яндекс такси конечно))","volodya_Kharkov"
"Jan 20, 2021 @ 13:50:21.000","1,351,844,507,235,573,760","yandex_go","думать яндекс такси пожелание заказ написать подушка спина машина","0.5","думаю можно ли в яндекс такси в пожелания к заказу написать подушка под спину в машине","_peach_seed_"
"Jan 20, 2021 @ 13:54:02.000","1,351,845,433,832,836,864","yandex_go","водитель яндекстакси скорость влететь столб таксист травма госпитализировать полиция проводить проверка","0.5","Водитель «ЯндексТакси» на скорости влетел в столб  28-летнего таксиста с травмами госпитализировали. Полиция проводит проверку  https://t.co/vSGKlmd9Yd",kprzn
"Jan 20, 2021 @ 18:56:11.000","1,351,846,936,165,416,960","yandex_go","рейтинг яндекс такси","0.5","@74Ilin Это рейтинг в Яндекс такси",Sani487
"Jan 20, 2021 @ 14:11:44.000","1,351,849,888,959,623,168","yandex_go","рейтинг пользователь яндекс такси шок",1,"мой рейтинг пользователя в яндекс такси 4,98/5. я в шоке. почему так низко?😭",khachidzepage
"Jan 20, 2021 @ 14:58:28.000","1,351,861,651,419,639,808","yandex_go","смотреть видео яндекс такси плохой заказать яндекс такси классный",1,"Я: смотрю видео о том, какие Яндекс Такси плохие  Так же я: закажу ка Яндекс Такси, они такие классные 🥰🥰",podokoni4ek
"Jan 20, 2021 @ 15:00:12.000","1,351,862,086,566,088,704","yandex_go","московский водитель курьер сотрудничать яндекс такси еда предлагать бесплатно привиться",0,"🚕 Московским водителям и курьерам, сотрудничающим с Яндекс.Такси и Едой, предлагают бесплатно привиться от COVID-19  https://t.co/sZJhpQd0y3",DmitrievFil
"Jan 20, 2021 @ 15:42:02.000","1,351,872,615,984,541,696","yandex_go","попадаться классный водитель яндекс такси",1,"вот каждый день бы попадались такие классные водители в Яндекс такси, как сегодня 😍","russian_urie"
"Jan 20, 2021 @ 16:31:47.000","1,351,879,884,700,852,224","yandex_go","тошкентдан водийга кетадиган яндекс такси чакираймикин","0.5","@gul_chetay Тошкентдан водийга кетадиган Яндекс такси чакираймикин.","dilkusho_"
"Jan 20, 2021 @ 16:21:57.000","1,351,882,659,115,523,840","yandex_go","новый услуга яндекс такси","0.5","Новая услуга в Яндекс.Такси.",turinkay
"Jan 20, 2021 @ 16:24:12.000","1,351,883,224,163,741,696","yandex_go","уважаемый яндекс такси подскажите дэу мэтиза считаться идеальный машина качество такси толком нету втроем аэропорт тупо поместиться машина логика упор понимать ладно курьер",0,"@YandexTaxi_kz уважаемый Яндекс такси! Подскажите, с каких пор Дэу мэтиз считается идеальной машиной в качестве такси? У него и багажника-то толком нету, а если мне втроём в аэропорт надо - мы тупо не поместимся в машину? Где логика, в упор не понимаю. Ладно там, курьер какой.",InterestMan
"Jan 20, 2021 @ 17:04:30.000","1,351,893,366,716,428,288","yandex_go","upd app яндекс заказ такси онлайн ver","0.5","[UPD APP] Яндекс Go - заказ Такси онлайн / ver. 4.19.1  https://t.co/NOngEOurwM",4apkInfo
"Jan 20, 2021 @ 17:31:47.000","1,351,900,232,175,513,600","yandex_go","ужасный практически телефон закончиться отморозить конечность ждать маршрутка приехать зарядка вызвать такси хвала небо яндекс отменять заказ устройство вырубаться",0,"наконец-то этот ужасный день практически без телефона закончился а еще я чуть не отморозила себе конечности пока ждала маршрутку она не приехала и я на 3% зарядки вызвала такси хвала небесам яндекс не отменяет заказ если устройство вырубается",BATMAN221BS
"Jan 21, 2021 @ 23:58:21.000","1,351,904,899,123,081,216","yandex_go","такси дорогой яндекс нормальный",1,"@Samokhvalov_E ой, спасибо) а такси там дорогое? Яндекс нормальное?",artonkalove
"Jan 20, 2021 @ 18:05:50.000","1,351,904,916,592,324,608","yandex_go","подключаться легко карта понять глюк каспи яндекс такси","0.5","@m_nurganat Подключается легко другая карта. Так и не понял, это глюк Каспи или Яндекс.Такси.",hu67et
"Jan 20, 2021 @ 17:50:23.000","1,351,904,916,592,324,608","yandex_go","понять фича яндекс такси неведомый причина каспи отключить момент поездка интернет платеж включить лимит заходить яндекс предлагать изменить способ оплата выбрать карта apple pay добавить новый выбирать карта отказывать вопрос знаток","0.5","Никогда не пойму эту фичу в Яндекс такси. По какой-то неведомой причине каспи отключил в момент поездки интернет платежи. Включил лимит.Захожу в Яндекс, предлагает изменить способ оплаты (выбрать карту,Apple Pay и добавить новую).Выбираю карту - отказывает. Вопрос знатокам зачем","m_nurganat"
"Jan 20, 2021 @ 17:52:28.000","1,351,905,439,345,233,920","yandex_go","яндекс такси заебись",0,"Яндекс такси заебись  https://t.co/5RikoWIMQf",mewslovebot
"Jan 20, 2021 @ 17:58:13.000","1,351,906,886,531,117,056","yandex_go","обожать яндекс такси вынуждать стоять мороз водитель подъезжать уезжать вдаль понимать развернуться решить уехать бегать водитель проехать разворачиваться",0,"обожаю яндекс такси за то, что в который раз вынуждает стоять на морозе (потому что водитель подъезжает и уезжает вдаль, а ты не понимаешь - он развернуться хочет, или просто решил уехать) или бегать за водителями потому что они проехали мимо и не хотят разворачиваться ✨",ovoschnoysalat
"Jan 21, 2021 @ 23:24:08.000","1,351,914,774,586,663,168","yandex_go","яндекс беспилотный такси хайп интересный далекий продолжать","0.5","@govorov_n Яндекс + беспилотные такси = хайп. Ну и интересно, что будет дальше. Продолжай 😌","Lovets_slov"
"Jan 21, 2021 @ 18:19:48.000","1,351,914,774,586,663,168","yandex_go","яндекс такси красный жигули",0,"@govorov_n Яндекс такси красные жигули.","MaklerOK_ZP"
"Jan 20, 2021 @ 18:45:55.000","1,351,918,021,820,997,632","yandex_go","деньги поэтому косметика настроение яндекс такси","0.5","@Vestnik_Stab Нет денег поэтому без косметики, настроения и в яндекс такси.","sp_stroy"
"Jan 20, 2021 @ 18:47:35.000","1,351,919,308,390,215,680","yandex_go","водитель яндекс такси подарить",1,"Водитель яндекс такси подарил мне календарик🥺🥺","Korolevai_vanna"
"Jan 20, 2021 @ 19:33:46.000","1,351,930,931,037,265,920","yandex_go","краснодар яндекс такси поднять тариф непогода снять руб фиктивный ожидание клиент снять деньги карта залезть тихий карман пассажир жданно гаданно",0,"Ну не Краснодар, нет! Здесь ""Яндекс такси GO"" не только подняло тариф в 2 раза из за непогоды, но и ещё сняло 200руб ,  за фиктивное ожидание клиента! Просто сняли деньги с карты, залезли по тихому в карман пассажира не жданно не гаданно!.",Papandopullo
"Jan 20, 2021 @ 19:36:17.000","1,351,931,563,441,852,416","yandex_go","таки водитель свой отбирать тщательнее знать хамло сделать самый хороший плохой звезда",0,"@Uber_Russia вы как-то все таки водителей своих отбирайте тщательнее что-ли, я не знаю. Одно ваше хамло только что сделало мой не самый лучший день ещё хуже. Спасибо. 5 звёзд.",citramones
"Jan 21, 2021 @ 00:37:30.000","1,351,937,380,060,717,056","yandex_go","голос ахвхвххв яндекс дворец такси проехаться дворец","0.5","@april_viar_ В голос ахвхвххв  Яндекс.Дворец.Такси чтобы проехаться по дворцу","miss_Detonator"
"Jan 20, 2021 @ 23:36:50.000","1,351,939,132,184,997,888","yandex_go","здравствовать сильно переживать разобраться написать номер телефон оформить заказ деталь поездка","0.5","@lxpcfc Здравствуйте! Сильно переживаем и хотим во всём разобраться. Напишите нам, пожалуйста, в DM номер телефона, с которого был оформлен заказ и детали поездки.","Uber_Russia"
"Jan 20, 2021 @ 23:32:55.000","1,351,939,132,184,997,888","yandex_go","ребята жена добрый скромный вряд наезжать водила решить проскочить красный получить бок машина развернуть полоса закинуть полуметровый сугроб",0,"@Uber_Russia @tvoya_belka_mya Ребят, жена у меня добрая и скромная и вряд ли будет на вас наезжать. Но ваш водила решил проскочить на красный, из-за чего получил в бок, машину развернуло на 180⁰ и через 1.5 полосы закинуло на полуметровый сугроб.  https://t.co/v6VqTuFFeM",lxpcfc
"Jan 20, 2021 @ 20:23:00.000","1,351,943,320,923,156,480","yandex_go","московский водитель курьер сотрудничать предлагать бесплатно привиться помимо сервис выступить инициатива открыть пункт вакцинация база партнерский центр москва","0.5","Московским водителям и курьерам, сотрудничающим с @yandex_go и @YandexEda, предлагают бесплатно привиться от COVID-19  Помимо этого сервис выступил с инициативой открыть пункт для вакцинации на базе их партнёрского центра в Москве  https://t.co/giVJhZIYyq",WildWildMoscow
"Jan 20, 2021 @ 20:40:27.000","1,351,947,712,204,255,232","yandex_go","водитель яндекс такси надевать маска перегарит обязанный надевать точно наоборот запах чувствовать вспоминать всевозможный рекомендация ношение маска",1,"*Водитель яндекс такси надевает маску* Я: от меня перегарит? Он: да нет, мы просто обязаны надевать Я: а, да, точно Он: а так, я наоборот запахи не чувствую *Я вспоминаю всевозможные рекомендации по ношению маски*",inkvr11
"Jan 20, 2021 @ 21:09:47.000","1,351,952,878,789,918,720","yandex_go","здравствовать должный давать разобраться написать номер телефон привязать приложение деталь заказ",0,"@miy_kosh @yandexsupport Здравствуйте! Конечно, такого быть не должно. Давайте мы во всём разберёмся. Напишите нам, пожалуйста, в DM номер телефона, который привязан в приложении и детали заказа.","yandex_go"
"Jan 20, 2021 @ 21:40:08.000","1,351,962,735,114,903,552","yandex_go","таксист попадаться вообще работать швеция финляндия бизнес россия зарабатывать приехать делать документ застрять прям яндекс такси клуб успешный",1,"70% таксистов, что мне попадаются: я вообще работаю в Швеции/Финляндии или у меня бизнес в России/ещё где-то, хорошо зарабатываю - а тут просто приехал делать документы и застрял... Прям не Яндекс такси, а клуб успешных людей",neadekvatno
"Jan 20, 2021 @ 22:10:50.000","1,351,970,458,636,341,248","yandex_go","любить дима яндекс такси музыка",1,"Я люблю Диму из Яндекс такси! Спасибо за музыку!❤️",kalito4ka
"Jan 20, 2021 @ 22:39:49.000","1,351,977,540,433,358,848","yandex_go","травиться яндекс доставка ездить яндекс такси свой","0.5","@crazyymegahell не травиться в яндекс доставке и не ездить в яндекс такси, ведь у тебя есть всё своё","sooo_looong"
"Jan 20, 2021 @ 23:08:33.000","1,351,984,982,919,704,576","yandex_go","яндекс еда стать отвратительный заказать еда мак ребенок отменить заказ передать курьер целый час курьер тип ехать позвонить вызвать такси никакой заказ ребенок лечь спать ждать еда",1,"яндекс еда стала отвратительной  заказали еду из мака для детей, нам отменили заказ, потом не могли его передать курьеру целый час  теперь курьер типа едет, но я ему позвонила, чтобы вызвать ему такси, но у него никакого заказа нет )  дети уже легли спать, мы всё ещё ждём еду",ivgotamigraine
"Jan 20, 2021 @ 23:12:44.000","1,351,986,038,227,529,728","yandex_go","митинг перекрыть движение попробовать вызвать точка хуева туча яндекс такси",0,"Что бы во время митинга перекрыть где-то движение, можно попробовать вызвать в одну точку хуеву тучу Яндекс такси",kupmanOff
"Jan 21, 2021 @ 00:46:08.000","1,351,997,376,412,704,768","yandex_go","искать свободный машина минута начать беспокоиться","0.5","@beethoviana Просто Яндекс-такси искал свободную машину минут шесть, я начала беспокоиться","koteich_nemo"
"Jan 21, 2021 @ 03:37:55.000","1,352,052,772,946,980,864","yandex_go","связаться принять обращение заказ начать материться","0.5","@yandex и @yandex_go , свяжитесь со мной и примите обращение по заказу , пока я не начал материться","id_sf"
"Jan 21, 2021 @ 04:26:43.000","1,352,061,743,334,379,520","yandex_go","извинить история заказ показывать отменить назначить машина отображать штука перерыв минута",0,"@yandex_go извините, конечно Но у вас в истории заказов показывает только те отмененные, на которые была назначена машина А те, где её нет - не отображает, а их был 3 штуки с перерывом в 3-4 минуты",AlexeyLigr
"Jan 21, 2021 @ 04:19:57.000","1,352,061,743,334,379,520","yandex_go","здравствовать давать разобраться написать деталь заказ идти речь",0,"@AlexeyLigr Здравствуйте! Давайте мы во всём разберёмся. Напишите нам, пожалуйста, в DM детали заказа, о котором идёт речь.","yandex_go"
"Jan 21, 2021 @ 04:13:34.000","1,352,061,743,334,379,520","yandex_go","спонсор сегодняшний опоздание работа являться тупой минута поиск машина машина близкий",0,"А спонсором моего сегодняшнего опоздания на работу является @yandex_go  Тупо 15 минут поиска машины, хотя около 3-4 машин было очень близко",AlexeyLigr
"Jan 21, 2021 @ 05:45:09.000","1,352,084,790,728,658,944","yandex_go","приоритет яндекс такси абизатильна надеть маска перчатка ремень безопасность забыть",1,"Приоритеты в яндекс такси: абизатильна наденьте маску и перчатки, а вот про ремни безопасности можете забыть 👌🏻","not_dead_bun"
"Jan 21, 2021 @ 07:26:52.000","1,352,096,213,173,198,848","yandex_go","здравствовать давать проверить написать номер телефон привязать приложение деталь поездка идти речь","0.5","@Mr_ihateyou Здравствуйте! Давайте мы всё проверим. Напишите нам, пожалуйста, в DM номер телефона, который привязан в приложении и детали поездки, о которой идёт речь.","yandex_go"
"Jan 21, 2021 @ 06:30:32.000","1,352,096,213,173,198,848","yandex_go","яндекс такси приложение подъезд поэтому указывать писать сообщение водитель отображаться дом супер длинный водитель отменить заказ стоять ждать дойти курить ждать заказ",0,"-192938 Яндекс такси в приложении нет моего подъезда, поэтому я не указываю и пишу в сообщении. Но у водителя отображается почему-то 1, а у меня 15. Дом супер длинный. Водитель отменил заказ. А я стояла ждала его, потом дошла до него, а он курил и такой, а все я жду другой заказ.","Mr_ihateyou"
"Jan 21, 2021 @ 06:31:11.000","1,352,096,213,173,198,848","yandex_go","опоздать работа машина тупой мужик разрабочик приложение яндекс такси горите",0,"Я из-за него опоздала на работу. Машина 996, тупой мужик, разрабочики приложения Яндекс такси горите в аду. У меня все.","Mr_ihateyou"
"Jan 21, 2021 @ 07:02:15.000","1,352,104,193,784,479,744","yandex_go","заказать яндекс такси приехать уберовский машина ввести заблуждение решить номер проверить номер замести таки оказаться заказать машина",0,"Заказала Яндекс такси, а приехала уберовская машина Меня ввело это заблуждение Решила номер проверить. Номер замело Все таки оказалась заказанная мною машина","_Travka7_"
"Jan 21, 2021 @ 07:03:43.000","1,352,104,565,601,169,408","yandex_go","бля опоздать яндекс такси подвести давать",0,"Бля Хоть бы не опоздать  Яндекс такси, не подвели Давай, я верю🤞","_Travka7_"
"Jan 21, 2021 @ 07:53:09.000","1,352,115,588,966,060,032","yandex_go","видимо яндекс такси нормально заставлять ждать минута вместо обещать",0,"видимо для яндекс такси это нормально заставлять ждать 10 минут в -22, вместо обещанных 5.",yourredpanda
"Jan 21, 2021 @ 09:13:45.000","1,352,123,953,469,387,008","yandex_go","здравствовать машина видеть карта условный обозначение водитель подключить сервис перерыв заказ поэтому свободный машина приложение сразу назначать заказ","0.5","@nazimov_timur Здравствуйте! Машины, которые вы видите на карте — это условное обозначение всех водителей, которые подключены к сервису. Они могут быть на перерыве или на другом заказе. Поэтому если рядом есть свободная машина, то приложение сразу назначает её на ваш заказ.","yandex_go"
"Jan 21, 2021 @ 08:20:46.000","1,352,123,953,469,387,008","yandex_go","яндекс такси афигель стоить машина принимать понимать жить больший город мороз стоять ждать водитель класс",0,"Яндекс такси..... Вы совсем афигели. (Рядом стоит машина и не принимает), а что бы вы понимали я живу в не большем городе и на морозе стоять ждать водителя который в 6 км от тебя это класс 👍","nazimov_timur"
"Jan 21, 2021 @ 08:24:06.000","1,352,124,793,647,193,856","yandex_go","яндекс такси решить уволиться разом город невозможный вызвать такси либо стоить дорогой блять",0,"Из яндекс.такси все решили уволиться разом? Почему уже в двух городах невозможно вызвать такси, либо оно стоит в 2 раза дороже чем обычно блять",aveDoctor
"Jan 21, 2021 @ 09:01:58.000","1,352,133,547,096,731,648","yandex_go","здравствовать написать номер телефон привязать приложение проверить","0.5","@so__eerie Здравствуйте! Напишите, пожалуйста, нам в DM номер телефона, привязанный к приложению. Все проверим.","yandex_go"
"Jan 21, 2021 @ 09:31:01.000","1,352,141,634,918,559,744","yandex_go","утро опоздать мероприятие должный рассказывать ребенок брсма ехать рамштайн колонка водитель задать настроение предстоящий",1,"Сегодня утром опоздал на мероприятие, где должен был рассказывать детям про БРСМ. Когда ехал с @yandex go, Рамштайн из колонок водителя задал настроение для предстоящего дня ;;)","egga_kk"
"Jan 21, 2021 @ 09:40:24.000","1,352,143,992,452,996,864","yandex_go","заказывать еда delivery club полцен ездить яндекс такси хороший скидка переплачивать adidas asos lamoda видео сотня магазин сервис покупать одежда обувь техника полный стоимость подписчик",0,"Хотите заказывать еду в Delivery Club за полцены? Ездить в Яндекс.Такси с хорошей скидкой? Не переплачивать в Adidas, ASOS, Lamoda, М. Видео и еще сотне магазинов и сервисов?  Пока вы покупаете одежду, обувь и технику за полную стоимость, подписчики  https://t.co/lXyzDJsWxz (Ку...  https://t.co/g45Aav4daX",checkintimeru
"Jan 21, 2021 @ 11:38:34.000","1,352,148,772,697,075,712","yandex_go","история учетка яндекс такси сделать списание примерно сразу заметить тинькоф проверить вернуть деньги течение пара",1,"@inudemon2 @daniilpotapov @sgoryashin @brewerov @tinkoff_bank @yandex Была такая же история в 2019г., через учётку Яндекс.Такси сделали два списания примерно по 800р, спасибо, что сразу заметила. Но Тинькоф проверили у себя и вернули деньги в течении пары дней.",pmmflater
"Jan 21, 2021 @ 11:39:24.000","1,352,148,772,697,075,712","yandex_go","удалить аккаунт яндекс такси приложение отвязать карта проблема повторяться","0.5","@inudemon2 @daniilpotapov @sgoryashin @brewerov @tinkoff_bank @yandex После этого удалила все аккаунты Яндекс, кроме такси. Но в приложении отвязала все Карты. С тех пор, проблема не повторялась.",pmmflater
